נאמען|וויקיס|גרויס
ליתיום|176|22470
קואלה|118|22483
אמנות|209|22498
צ'כיה|274|22525
רוברט מוגאבה|116|22550
צפון אירלנד|169|22571
אלפבית לטיני|159|22578
קייפטאון|172|22604
באטון רוז'|117|22618
עידן הנאורות|126|22645
טורקמניסטן|236|22677
דיקטטורה|131|22698
כף ורדה|229|22701
פונקציה|114|22711
פוארטו ריקו|170|22713
המאה ה-14|134|22721
כוכב חמה|230|22761
איי פארו|172|22769
לוקסמבורג|264|22797
אריזונה|200|22797
נעליים|125|22833
ירח|124|22858
ריגה|184|22863
מילאנו|178|22882
פינית|167|22917
סן דייגו|131|22957
המבורג|184|22972
ויקינגים|140|22980
קרן המטבע הבין-לאומית|135|23044
שירה|181|23070
ג'מייקה|229|23122
הונדורס|226|23146
פרח|190|23170
האוקיינוס השקט|235|23185
טלקומוניקציה|115|23230
הלוח הגרגוריאני|188|23232
זהב|226|23234
גולף|115|23247
ולטה|145|23258
איידהו|183|23263
בנגקוק|198|23321
גשר|165|23345
נשק גרעיני|121|23345
דנוור|146|23377
לוויין|129|23385
יוחנן פאולוס השני|141|23386
אלפבית יווני|145|23449
טום הנקס|115|23516
פרדי מרקיורי|144|23522
דיסק קשיח|115|23539
אדגר אלן פו|137|23571
תורת ההכרה|122|23583
אדירנה|269|23584
מפה|124|23682
תפוח|182|23693
אל סלוודור|223|23723
דנית|166|23736
תרזה מיי|120|23746
פולינזיה|120|23772
קוויבק סיטי|122|23819
אוגנדה|239|23824
מידע|126|23829
גז אציל|121|23838
סיפורי אלף לילה ולילה|125|23858
טלסקופ|127|23881
מומבאי|186|23921
קנטקי|180|23925
כווית|231|23945
קיוטו|169|23959
נבדה|187|23966
קרל הגדול|153|24054
אגתה כריסטי|134|24068
טימור לנג|133|24069
דקוטה הדרומית|178|24106
שאנגחאי|191|24142
הרפובליקה המרכז-אפריקאית|232|24147
פרדיננד מגלן|164|24151
נילס בוהר|134|24157
וירג'יניה המערבית|180|24165
שורש (בוטניקה)|122|24213
כרתים|125|24330
משולש|155|24332
זית אירופי|124|24368
מאלי|236|24400
ערבים|131|24426
בנג'מין פרנקלין|126|24477
קול|144|24511
לילונגווה|131|24514
קלינינגרד|130|24545
ז'נבה|152|24626
"אונסק""ו"|174|24638
קולוסיאום|133|24648
סמואה האמריקנית|137|24699
הירוהיטו|127|24722
פרנסואה הולנד|188|24753
אלבר קאמי|129|24755
לודז'|115|24760
צ'אד|242|24765
אבעבועות שחורות|123|24768
חזיר בר|138|24793
מסחר|131|24794
צ'ארלס דיקנס|157|24807
ברבדוס|223|24853
טורינו|147|24885
ג'ורג'יה|190|24886
משפחה|173|24954
ליל כל הקדושים|128|24958
סולט לייק סיטי|132|24961
מינכן|182|24982
האריסברג|115|24992
פנמה|229|25003
ניקולאוס קופרניקוס|165|25012
ג'אווה (שפת תכנות)|116|25043
לאונרדו דיקפריו|127|25082
תרנגול הבית|196|25098
דאגסטן|138|25139
פורטוגל|278|25162
פיטקרן|128|25171
לאס וגאס|149|25203
דוכיפת מצויה|124|25230
איליאדה|136|25247
מיכלאנג'לו|203|25258
ג'אז|138|25261
תורת הקבוצות|114|25318
מיקרוסקופ|125|25348
צ'כוסלובקיה|136|25378
מרטין לותר|178|25388
הבנק העולמי|123|25411
מארק טוויין|152|25485
נמיביה|246|25502
שעון|136|25560
כתב סיני|128|25596
ברזל|213|25609
קניה|254|25636
צדק (כוכב לכת)|227|25667
יוד|152|25690
מוזמביק|238|25718
גרנדה (מדינה)|205|25736
סטיב ג'ובס|159|25740
מונטנגרו|248|25774
קליבלנד|118|25794
ניו המפשייר|180|25796
בראד פיט|123|25807
מאצ'ו פיצ'ו|120|25827
זרתוסטרה|117|25830
אנטארקטיקה|245|25876
אוסאמה בן לאדן|140|25935
הרודוטוס|138|25962
הדלתות|181|25964
תקשורת|136|26114
פטר פאול רובנס|136|26156
קהיר|216|26183
קבל|115|26185
הינדואיזם|211|26191
מראה|125|26207
גשם|201|26208
הולנדית|191|26217
סלובקיה|267|26244
גמביה|232|26265
אנגולה|255|26283
C (שפת תכנות)|117|26312
אבן סינא|142|26359
קטר (מדינה)|234|26381
פרנציסקוס|158|26392
תעלת סואץ|154|26420
רובוט|128|26426
יסוד כימי|177|26427
קרוליינה הצפונית|178|26461
חלל|117|26519
האימפריה הרוסית|133|26531
מספר ראשוני|131|26554
המאה ה-7|132|26634
רובין ויליאמס|129|26655
לואי ארמסטרונג|131|26660
מדעי הטבע|131|26761
נפטון|220|26764
ג'ינגיס חאן|165|26853
פאראמור|139|26857
צוענים|120|26900
צילום|152|26940
ויסקונסין|184|26975
חזיר הבית|176|27011
בייסבול|128|27109
פרסית|220|27159
מדגסקר|242|27225
אוניברסיטה|162|27254
האימפריה האוסטרו-הונגרית|127|27287
נטפליקס|121|27290
עמאן|159|27303
דרום אוסטיה|150|27458
רומניה|267|27480
דת|222|27484
בחריין|239|27508
לואיזיאנה|184|27536
אלכסנדר גרהם בל|122|27543
סרדיניה|153|27549
סיינט פול|117|27598
בריסל|183|27622
גוסטב מאהלר|115|27623
היריון|144|27645
ג'וני דפ|115|27684
סוציאליזם|153|27718
מדעי המחשב|159|27723
סיאול|193|27732
אלזס|116|27789
אגרוף (ספורט)|129|27806
המאה ה-13|136|27817
בואנוס איירס|219|27834
קרקוב|147|27865
מסצ'וסטס|190|27888
צרעת|131|27919
כלי נשק|132|27925
ספורט|199|27970
אילינוי|190|27971
חיטה|160|27980
פיזיקה|234|27991
אדום|176|28055
אנטוניו ויוואלדי|140|28127
פרלמנט|116|28144
ציד|115|28178
קונטיקט|183|28208
נחושת|200|28221
אליזבת הראשונה, מלכת אנגליה|143|28231
תאילנד|257|28232
רדיו|149|28239
וירג'יניה|187|28251
סקוטלנד|207|28277
סנגל|232|28306
סטיבן הוקינג|141|28366
דאלאס|142|28372
המאה ה-15|139|28400
כדורסל|180|28425
ויטני יוסטון|117|28462
אבבא|149|28476
אונג סן סו צ'י|126|28562
אוסטריה|283|28576
בקר הבית|192|28606
שוקולד|145|28639
חרקים|184|28650
כדורעף|138|28804
טלפון סלולרי|146|28813
דייגו ולאסקס|143|28818
אינסטגרם|131|28843
כבידה|154|28894
טוני בלייר|119|28939
תוצר מקומי גולמי|144|28984
בילבאו|120|29023
בננה|183|29078
צונאמי|150|29091
מטבוליזם|119|29141
ניל ארמסטרונג|159|29163
אלכסנדר פושקין|159|29217
בשר|160|29257
קוסטה ריקה|233|29281
שפעת|142|29290
מדע|231|29313
אדם סמית|154|29343
לאון טרוצקי|133|29402
המאה ה-21|158|29425
המאה ה-17|144|29515
אזרבייג'ן|282|29531
הכסף בראייה מקרו-כלכלית|146|29548
אנטון צ'כוב|158|29596
מארי קירי|175|29601
מלחמת אזרחים|126|29654
הטבלה המחזורית|201|29660
צבע|183|29743
קנזס|185|29745
פרהיסטוריה|156|29749
אלן טיורינג|150|29786
עיצור|120|29890
צ'ה גווארה|160|29902
גרמניה המזרחית|135|29918
רומא|256|29948
ברזיליה|183|29979
קבוצת כוכבים|133|29986
הונגרית|165|29991
גלידה|124|30027
הדת הבהאית|128|30040
לואי הארבעה עשר, מלך צרפת|131|30052
האימפריה המונגולית|118|30083
סביליה|145|30138
טרנזיסטור|123|30208
ניו מקסיקו|186|30236
ניו אורלינס|132|30239
פבלו פיקאסו|194|30260
קמלה האריס|126|30275
אודיסיאה|117|30290
ג'ודו|119|30317
בולוניה|125|30325
1 בינואר|212|30342
פוטוסינתזה|144|30344
האם תרזה|136|30438
פנסילבניה|188|30446
קולורדו|190|30449
אלבניה|277|30469
קרקע|130|30582
סהרה המערבית|161|30598
כוכב לכת|224|30706
ג'יימס קוק|154|30727
מרוקו|254|30785
קוריאה הדרומית|262|30801
ליטא|276|30812
בגדאד|199|30847
חשיבה|127|30858
ארנולד שוורצנגר|115|30891
המאה ה-16|140|30936
מרילין מונרו|186|31035
מערכת העצבים|120|31087
מקסיקו|310|31123
מוזיקה קלאסית|117|31206
לטינית|235|31221
האיטי|223|31293
אוסטין|142|31396
זכויות האדם|151|31421
ניז'ר|228|31446
דטרויט|145|31460
עצם|147|31474
סלבדור דאלי|179|31478
מיאנמר|243|31537
תוניס|151|31568
טלוויזיה|199|31608
כלבת|131|31640
אתר מורשת עולמית|139|31665
קזחסטן|265|31699
לטביה|263|31736
פורטלנד (אורגון)|117|31769
ביירות|171|31786
מלטה|259|31803
אקירה קורוסאווה|139|31804
אנגליה|232|32004
אינדיאנה|186|32037
ג'ייניזם|140|32040
בלגיה|277|32061
בנדיקטוס השישה עשר|146|32090
נפט|146|32104
רנה דקארט|169|32185
אופנוע|114|32197
אלסקה|203|32237
זימבבואה|244|32245
סרי לנקה|234|32246
אורגון|188|32304
גבינה|169|32320
נאורו|208|32393
רוגבי|117|32478
מוזיאון הלובר|146|32529
אוקלהומה|184|32572
ז'אן ד'ארק|147|32624
וושינגטון (מדינה)|185|32631
אוהיו|191|32733
סופיות|115|32800
"נאט""ו"|178|32823
בית ספר|154|32827
אובונטו (לינוקס)|154|32911
פלוטו|190|33009
טלפון|175|33118
ז'ול ורן|120|33201
פילוסופיה|228|33210
שוודית|190|33219
נלסון מנדלה|216|33222
סודאן|245|33224
דנמרק|279|33256
יוגוסלביה|136|33270
וינסנט ואן גוך|202|33273
צ'ארלס השלישי, מלך הממלכה המאוחדת|132|33342
ניו זילנד|261|33359
דעת|132|33402
אתונה|215|33420
סיקיזם|143|33452
מיאמי|153|33472
הוגו צ'אווס|136|33483
מיזורי|185|33528
חג'|119|33606
מס|126|33615
חקלאות|192|33678
פשיזם|144|33693
קים ג'ונג-און|131|33727
ניו יורק (מדינה)|205|33768
שפה|238|33795
טאיוואן|235|33814
סוקרטס|191|33839
בלארוס|276|33874
קשת בענן|163|33876
סן חוזה (קליפורניה)|128|33942
בית לחם|134|33973
ג'יי קיי רולינג|126|33986
אירו|199|34058
קאזאן|136|34068
אפגניסטן|266|34087
הברית החדשה|149|34107
חיים|160|34118
מינסק|187|34134
איטלקית|222|34147
אלג'יריה|271|34148
נשיאי ארצות הברית|125|34176
מאיה|118|34232
דרום סודאן|213|34393
מוזיקת רוק|125|34456
דנטה אליגיירי|184|34530
פירנצה|167|34554
ברדלס|132|34561
לאומיות|140|34614
דוביים|190|34638
אוננות|114|34659
נישואים|159|34665
וייטנאם|284|34679
יופי|125|34722
יוזף היידן|124|34727
בוליביה|252|34744
ניקולו מקיאוולי|138|34921
BBC|115|34983
מורה|124|34986
הרי האנדים|161|35022
שיער|142|35064
השמש|283|35108
עוני|119|35143
איסטנבול|217|35186
זאב מצוי|189|35204
מלחמת קוריאה|121|35258
אנתרופולוגיה|166|35309
דג|219|35399
דורטמונד|124|35464
עמנואל מקרון|145|35500
שמרנות|125|35551
מיקי מאוס|161|35590
ג'אקומו פוצ'יני|116|35590
פידל קסטרו|149|35702
הולנד|280|35703
איגוד מדינות דרום-מזרח אסיה|141|35733
אוורסט|198|35790
תה|196|35803
ברמינגהאם|136|35864
אוזבקיסטן|239|35867
אלפרד היצ'קוק|138|35893
כסף (אמצעי תשלום)|191|35900
אופרה|133|35935
בירה|185|35974
מדינות ארצות הברית|118|36069
פיל|185|36080
יוטה|186|36085
אסלאם שיעי|134|36131
הרפורמציה הפרוטסטנטית|130|36221
לוב|248|36234
נצרות אורתודוקסית|126|36248
זכוכית|139|36266
אוסקר ויילד|124|36277
מלריה|154|36313
צ'ארלס דרווין|194|36356
דרום אפריקה|280|36427
בורקינה פאסו|238|36699
ז'אן-פול סארטר|136|36761
רוסית|241|36798
ברטיסלאבה|185|36822
גיטרה|164|36833
גלילאו גליליי|192|36876
אלוהים|195|36892
כריסטופר קולומבוס|197|36901
הנפשה|118|36906
טויוטה|126|36947
פראג|209|36950
תיאטרון|160|37047
אריתמטיקה|154|37100
אריתריאה|241|37180
מרקוס טוליוס קיקרו|123|37257
סופה טרופית|121|37303
טוקיו|254|37388
קוריאה|135|37415
פרתנון|119|37567
מרלן דיטריך|155|37597
וושינגטון די. סי.|242|37654
ארכאולוגיה|165|37654
נורווגיה|298|37664
ונציה|168|37692
סבסטופול|118|37821
אללה|133|37918
מועמר קדאפי|133|37938
הו צ'י מין סיטי|227|37949
ילדות|173|37973
תימן|236|38013
אריסטו|208|38049
מקלדת מחשב|121|38074
המאה ה-18|150|38105
ניקרגואה|224|38115
רגש|130|38159
אקולוגיה|171|38165
כולרה|132|38188
קטלוניה|167|38219
נילוס|206|38388
וולטר|163|38448
טורונטו|171|38593
היידלברג|119|38600
מספר שלם|127|38661
אושר|116|38739
פלפל שחור|122|38754
מונרכיה|160|38842
אמסטרדם|222|38892
ניו ג'רזי|190|38922
לב טולסטוי|176|38995
טנזין גיאטסו|115|39025
אבהות|134|39036
וולט דיסני|158|39076
חלבון|155|39175
ברצלונה|189|39199
טניס|150|39225
אנקרה|201|39298
מכונית|189|39306
יהלום|133|39425
תעלת פנמה|142|39481
וילנה|191|39511
ונצואלה|261|39530
אסן|114|39557
כינור|135|39574
צ'ילה|295|39600
ארגנטינה|281|39609
פרס אוסקר|130|39654
ליקוי חמה|132|39711
סטוקהולם|230|39719
שלג|184|39821
טנסי|185|39853
סטיבן ספילברג|134|39860
קפריסין|254|39893
סרביה|268|39911
אסטרולוגיה|123|40025
בוריס ג'ונסון|121|40097
מוזיקה|225|40117
נחשים|184|40144
פאי|155|40225
חורחה לואיס בורחס|136|40271
עכבישאים|170|40505
בודפשט|209|40590
עדי יהוה|117|40642
זמן|176|40693
רמדאן|122|40766
חצבת|123|40768
מרגרט תאצ'ר|145|40919
סן מרינו (עיר)|123|40940
קולומביה|283|41313
אפריקה|298|41465
הונג קונג|229|41486
מוזילה פיירפוקס|127|41552
יוהאן וולפגנג פון גתה|181|41603
בהוטן|245|41644
צנעא|139|41815
הקריביים|120|41826
הקרפנטרז|195|41841
אינדונזיה|272|41891
חג המולד|216|41895
ויקטוריה, מלכת הממלכה המאוחדת|136|41898
שווייץ|282|41954
בינה מלאכותית|139|41974
ברוס לי|117|42031
אפרטהייד|134|42092
מינרל|127|42238
דיפלומטיה|125|42261
אדריכלות|180|42411
אלביס פרסלי|172|42445
משחק|142|42482
אנטונין דבוז'אק|121|42562
היפוקרטס|119|42624
נרנדרה מודי|139|42671
סוכר|162|42686
האימפריה העות'מאנית|169|42823
פלזמה (מצב צבירה)|119|42951
ז'אן-ז'אק רוסו|147|42956
ברטראנד ראסל|121|43080
בלז פסקל|133|43128
אודסה|136|43129
שפת תכנות|137|43172
מוות|160|43174
מישיגן|184|43184
מוסטפא כמאל אטאטורק|196|43202
טיטניק|127|43251
דגל|162|43255
לואיז אינסיו דה סילבה|119|43269
אפלטון|202|43453
מלחמת שלושים השנים|121|43454
פלורידה|194|43522
רומנית|171|43590
דמשק|189|43722
גזענות|139|43836
חצי האי קרים|148|43927
מאו דזה-דונג|167|43960
שינה|130|43970
פרוסיה|116|43973
יוון|280|44135
פקיסטן|261|44162
מחלת אלצהיימר|118|44279
משחק וידאו|120|44311
עץ|207|44328
קייב|216|44364
מלחמת מאה השנים|118|44366
אנג'לינה ג'ולי|131|44441
חשמל|161|44459
אישה|192|44465
סימון דה בובואר|122|44613
איקריוטים|135|44650
קפה|193|44752
רנסאנס|154|44770
מוחמד|202|44783
איחוד האמירויות הערביות|237|44903
כלכלה|184|44905
נמל תעופה|123|44968
שטרסבורג|149|44971
איסלנד|269|44979
חיסון|117|45022
טוויטר|160|45069
סיאטל|143|45104
לוס אנג'לס|216|45176
פרנץ קפקא|162|45249
ריו דה ז'ניירו|252|45268
גלובליזציה|131|45321
רואנדה|232|45367
קולומביה הבריטית|134|45546
יוהנס ברהמס|126|45587
יום ולנטיין|133|46018
קוסובו|207|46154
ארכימדס|175|46195
אינטרנט|212|46214
יוסטון|151|46323
היסטוריה|231|46357
פינלנד|311|46627
הוואנה|152|46649
פרדריק שופן|156|46702
סקופיה|162|46709
יין|172|46765
יוהאן סבסטיאן באך|205|46808
בלוג|118|46863
סינגפור|249|46924
גאורג וילהלם פרידריך הגל|129|46941
אילון מאסק|138|47039
ספרדית|273|47068
ונקובר|141|47263
חיידקים|167|47366
מים|256|47534
סוציולוגיה|156|47677
יגואר|120|47684
תורה|120|47826
לאונרד אוילר|153|47842
בראשית|132|47885
שחפת|157|47922
ג'ון קווינסי אדמס|127|47993
תקשורת המונים|115|48023
Microsoft Windows|142|48234
כימיה|226|48519
קוואמה נקרומה|130|48528
אידו (שפה)|119|48594
בודהיזם|214|48600
מדינה פלסטינית|140|48627
יחסי מין|134|48680
מקסיקו סיטי|204|48925
קרל מרקס|194|48930
אבחזיה|164|48947
שונית המחסום הגדולה|131|48997
דייגו מראדונה|138|49060
אנדרואיד (מערכת הפעלה)|129|49131
הונגריה|270|49155
בוסטון|168|49300
לבנון|244|49485
צ'יאנג קאי שק|116|49611
שוודיה|278|49618
בעלי חיים|243|49704
מכניקת הקוונטים|129|50025
דלקת ריאות|127|50130
אספרנטו|210|50201
אבן בטוטה|131|50385
אברהם|154|50400
סומטרה|124|50542
המוות השחור|120|50555
מחלת נגיף קורונה 2019|188|51018
היפופוטם|132|51152
ויליאם הנרי הריסון|124|51156
אוטו פון ביסמרק|146|51299
ארגון הבריאות העולמי|169|51465
ג'ון אדמס|139|51688
פלסטיק|134|51780
נוגה|239|51783
אוגוסטוס קיסר|194|51794
נאציזם|119|51844
דוב קוטב|139|51937
פרס נובל לשלום|116|51956
הירח|266|52335
אירופה|294|52812
אירלנד|261|52820
משחקי הכס (סדרת טלוויזיה)|118|52869
חלב|210|53072
ויליאם שייקספיר|215|53121
חמאה|142|53163
יוון העתיקה|148|53208
אוסטרליה|288|53349
ג'יימס מדיסון|131|53352
הודו|291|53583
שארל דה גול|159|53624
הצטננות|127|53760
סרטן (מחלה)|155|53825
ביל קלינטון|163|53922
טיבט|140|53946
לודוויג ואן בטהובן|201|53948
ג'יימס מונרו|130|53960
משפט פיתגורס|122|54219
צרפתית|257|54247
עטלפים|176|54634
לונדון|263|54640
עשרת הדיברות|115|54736
צ'לסי (כדורגל)|114|54739
אריה|229|54896
הפלה מלאכותית|143|54945
קנדה|291|55018
בוב מארלי|125|55156
ברידג'טאון|120|55293
יידיש|127|55380
פאולוס|136|55547
אינפלציה|116|55557
זאכרי טיילור|124|55587
ציור|161|55711
דבורים|142|55769
פמיניזם|151|55902
עיראק|256|56009
סדאם חוסיין|124|56037
ספרות|203|56083
הארי פוטר|131|56121
כלב הבית|256|56274
עונש מוות|131|56440
אהבה|165|56464
נועם חומסקי|135|56787
פרס נובל|179|56998
ניקולא סרקוזי|145|57011
סלינה|116|57056
מרקסיזם|130|57185
מהאטמה גנדי|191|57261
דמוקרטיה|191|57360
הקוראן|187|57419
וינה|223|57516
אסטוניה|279|57561
המשחקים האולימפיים|169|57569
תרופה|120|57609
לינוקס|154|57747
כבש הבית|189|57913
ישו|258|57973
סאו פאולו|212|58010
מצרים העתיקה|159|58108
הרפובליקה העממית של סין|298|58229
16 במאי|188|58291
ריכרד וגנר|150|58322
מקדוניה הצפונית|254|58366
המפץ הגדול|157|58709
סן פרנסיסקו|178|58947
מלחמת וייטנאם|135|58950
יונקים|208|58979
טורקיה|307|59140
רפואה|186|59272
ארמניה|271|59475
ביולוגיה|237|59657
לוקסמבורג (עיר)|141|59714
סנקט פטרבורג|213|59977
יהדות|204|60000
נפוליאון בונפרטה|202|60110
יוליוס קיסר|209|60144
המזרח התיכון|169|60225
אסטרונומיה|233|61052
וולפגנג אמדאוס מוצרט|210|61097
חור שחור|164|61127
חינוך|179|61698
מילרד פילמור|122|61914
גרמנית|256|62035
ארנסט המינגוויי|143|62287
מאנגה|115|62308
גרמניה הנאצית|147|62454
פרנקלין פירס|121|62523
רתרפורד הייז|117|62562
נהר|218|62814
תרגום|125|63078
כדור הארץ|293|63092
הרולינג סטונז|120|63143
ג'ון טיילר|124|63312
סוצ'י|146|63360
האיחוד האירופי|227|63436
ברית המועצות|207|63494
עבדות|148|63723
המאה ה-20|169|63984
הממלכה המאוחדת|285|64166
אנגלה מרקל|164|64192
דבש|173|64203
עברית|191|64282
אתיופיה|262|64473
ערבית|238|64487
ורשה|232|64592
פיוטר איליץ' צ'ייקובסקי|151|64826
קובה|253|65018
פסיכולוגיה|190|65083
2 בנובמבר|197|65094
נגיף|167|65102
ערב הסעודית|257|65198
צפון קפריסין|144|65299
האימפריה הביזנטית|159|65310
בוסניה והרצגובינה|265|65390
בובספוג מכנסמרובע|121|65551
חסרי זנב|166|65553
המלחמה הקרה|166|65684
סלינה גומז|146|65751
איטליה|306|66013
דובניום|130|66140
אובידיוס|130|66362
הרפובליקה הדמוקרטית של קונגו|247|66677
אבריל לאבין|119|66762
רצועת עזה|117|66862
אנגלית|299|66885
ליברפול (כדורגל)|116|67015
סוריה|248|67453
SARS-CoV-2|120|67513
ג'יימס גרפילד|120|67612
ברלין|258|67850
שי ג'ינפינג|137|68243
שומר|116|68431
גאורגיה|262|68464
בוקרשט|188|68577
עמנואל קאנט|169|68686
אסלאם|250|68720
קומיקס|132|68727
נצרות|248|68763
ארץ ישראל|124|68938
טנק|129|69010
קליפורניה|214|69070
מסוק|126|69410
זיגמונד פרויד|172|69456
אנרכיזם|143|69569
צרפת|295|69653
רומא העתיקה|136|69872
"נאס""א"|143|70491
ספרייה|147|70700
אורוגוואי|244|70772
קראטה|115|71001
פיודור דוסטויבסקי|170|71422
הים התיכון|219|71458
חלום|115|71952
לוגיקה|156|72052
גרמניה|294|72182
אור|172|72211
ניו יורק|245|72338
מדינות לפי שם|221|72621
פולין|293|72954
ירדן|240|73106
פדריקו פליני|118|73122
חתול הבית|255|73280
גרובר קליבלנד|122|73289
מחשב|230|73436
רעידת אדמה|175|73454
האימפריה הרומית הקדושה|149|73583
פרידריך ניטשה|160|73819
פייסבוק|199|73920
האומות המאוחדות|275|74335
מתמטיקה|241|75484
קופים|140|75999
הר געש|184|76134
בראדלי קופר|126|76314
יובנטוס|116|76370
בוריס ילצין|131|76728
יפן|311|77226
אנדרו ג'קסון|130|77300
מיכאל שומאכר|123|77321
פול מקרטני|121|77529
טקסס|200|77646
ג'יימס ביוקנן|122|77816
פלה|136|77838
מאדים|241|77990
בולגריה|280|77991
אנימה (הנפשה)|129|78115
קפיטליזם|148|78163
רוסיה|312|78201
דייוויד קמרון|119|78545
חלב (עיר)|119|78655
גאולוגיה|181|79296
קוריאה הצפונית|242|79571
פיוטר הגדול|140|79719
ויליאם הווארד טאפט|122|80008
דמיטרי מדבדב|135|80367
משה|146|80369
איראן|280|80547
טרנסניסטריה|133|80666
ימי הביניים|161|80668
בוב דילן|135|80727
אל-קאעדה|119|80830
שחמט|184|80938
כדורגל|226|81190
מרטין ואן ביורן|126|81193
מנצ'סטר יונייטד|122|81199
פיסול|131|81373
ריאל מדריד|124|81475
התאבדות|140|82098
סקרלט ג'והנסון|129|82135
ג'ווהרלל נהרו|140|82196
הרברט הובר|125|82647
נמר השלג|119|84277
מצרים|283|84789
ביטקוין|117|84914
סוכרת|152|84948
מוח|174|86332
מיקרוסופט|153|86350
שיקגו|222|86957
גוגל (חברה)|163|87025
מוסקבה|269|87286
נאפולי|161|87681
זכויות יוצרים|115|87868
בניטו מוסוליני|146|87897
מדריד|241|88048
ספרד|292|88289
מערכת השמש|226|88409
ג'ון לנון|134|88463
קווין|177|88474
טביליסי|188|88790
רימון מצוי|115|88981
ג'יימס פולק|123|89112
האימפריה הבריטית|135|89735
כריסטיאנו רונאלדו|160|89814
נצרות פרוטסטנטית|147|89919
ברן|169|90584
מינסוטה|182|91029
אירית|153|91620
יוסיף סטלין|189|92209
אנה פרנק|122|92464
יהודים|136|93199
אבולוציה|155|94718
אנדרו ג'ונסון|124|94905
אייזק ניוטון|221|95255
איידס|172|95269
נובאק ג'וקוביץ'|133|95435
ז'איר בולסונארו|120|96251
מלחמת הכוכבים|145|96278
טרור|135|97899
אמינם|151|97921
ג'יימס ג'ויס|147|98551
המאה ה-19|157|98583
צ'ארלי צ'פלין|189|99293
מייקל ג'קסון|254|99329
עופות|229|99424
נמליים|189|99452
מלחמת העולם השנייה|222|99643
ולדימיר איליץ' לנין|196|100524
מלחמת העולם הראשונה|211|100555
רג'פ טאיפ ארדואן|134|100678
אליזבת השנייה, מלכת הממלכה המאוחדת|201|100899
מנצ'סטר|136|101462
ויליאם מקינלי|119|102448
סוואהילי|166|102692
חומת ברלין|122|102891
דנובה|164|103105
תומאס ג'פרסון|150|103428
שושלת מינג|119|104960
וולודימיר זלנסקי|151|106089
לאונרדו דה וינצ'י|230|106154
התחממות עולמית|151|106297
מונדיאל 2018|118|106344
אלברט איינשטיין|216|106568
ליברליזם|143|106652
בנג'מין הריסון|118|106844
וודרו וילסון|140|107004
אוקראינה|293|108116
מרטין לותר קינג|163|108472
קונסטנטינוס|126|109002
ג'ורג' וושינגטון|190|110090
ג'יין אוסטן|130|111572
וורן הרדינג|120|111849
הומוסקסואליות|154|112045
ברזיל|286|112335
אלכסנדר הגדול|197|113326
ריהאנה|125|114424
גביע העולם בכדורגל|142|114492
אברהם לינקולן|193|115055
צ'סטר ארתור|115|115441
פיגועי 11 בספטמבר|133|116521
הארי טרומן|143|116954
הביטלס|205|118226
ים המלח|135|119684
רפאל נדאל|129|120734
ארצות הברית|308|121021
בריטני ספירס|117|121464
תאודור רוזוולט|139|122616
ניקולה טסלה|159|122897
ויקיפדיה|297|123239
אפל|144|123547
אדולף היטלר|226|124144
שנות ה-90 של המאה ה-20|118|124331
ג'סטין ביבר|148|125059
המהפכה התעשייתית|136|125438
מיכאיל גורבצ'וב|150|126138
אתאיזם|165|127330
וינסטון צ'רצ'יל|165|128013
מיסיסיפי (נהר)|158|129722
ברק אובמה|240|130416
מלחמת אוקראינה–רוסיה|135|131332
סטנלי קובריק|119|131532
מונגוליה|248|134095
העשור הראשון של המאה ה-21|115|134355
מיינקראפט|128|134702
פריז|269|135512
אונייה|145|135762
קלווין קולידג'|123|139953
לווייתנאים|133|140041
משפחת סימפסון|140|141174
קלאופטרה|142|142055
גוטפריד וילהלם לייבניץ|146|146930
דורסי לילה|159|148155
ג'ורג' ווקר בוש|208|148909
רוג'ר פדרר|136|149334
גאנה|251|150659
ולדימיר פוטין|221|153113
תומאס מאן|115|153246
השואה|150|153711
ברצלונה (כדורגל)|131|156719
פרנקלין דלאנו רוזוולט|168|156974
החומה הגדולה של סין|157|158340
דינוזאורים|161|160206
ג'רלד פורד|136|162547
זוחלים|161|164954
האימפריה הרומית|176|168466
אינקה|117|169582
רונלד רייגן|250|173573
המדינה האסלאמית|135|175471
ג'ון לוק|137|176966
דווייט אייזנהאואר|137|179726
מלחמת האזרחים האמריקנית|145|179810
תל אביב-יפו|141|182373
תוניסיה|244|182874
דונלד טראמפ|231|186658
יוליסס ס. גרנט|128|187171
מגפת הקורונה|161|193115
ג'ימי קרטר|147|195706
אדם|213|201721
ג'ורג' הרברט ווקר בוש|153|205306
אי הפסחא|131|205671
העשור השני של המאה ה-21|115|207668
ישראל|273|207713
לינדון ג'ונסון|139|212254
הילרי קלינטון|134|219951
שאקירה|123|224483
ירושלים|229|225192
ליידי גאגא|161|232097
ג'ון פיצג'רלד קנדי|163|232360
חברת וולט דיסני|116|232443
המהפכה הצרפתית|154|241661
מדונה|148|243722
קרל פרידריך גאוס|150|252835
ריצ'רד ניקסון|147|260820
טיילור סוויפט|124|260887
ג'ו ביידן|205|272962
ליונל מסי|160|278650
ביונסה|144|290342
יוטיוב|186|362695
